N;Grupo;Animal;Dosagem;PA_mmHg;Desvio_PA;Ptr_cmH2O;Desvio_Ptr;Perturbacao
894;SHR 17 Semanas Tratados;12;100 ug/kg;517,799;1,146,810,002;3,277,707,833;0.770302542;9
895;SHR 17 Semanas Tratados;12;100 ug/kg;525,199;1,144,124,768;3,266,940,601;0.761028105;10
896;SHR 17 Semanas Tratados;12;100 ug/kg;529,073,262;1,065,681,915;3,189,748,303;0.750497105;11
897;SHR 17 Semanas Tratados;12;100 ug/kg;542,154;1,116,762,777;324,557,611;0.744623119;12
898;SHR 17 Semanas Tratados;12;100 ug/kg;5,503,050,505;1,103,293,875;3,257,373,368;0.74837298;13
899;SHR 17 Semanas Tratados;12;100 ug/kg;563,782;110,630,596;3,191,841,645;0.748970318;14
900;SHR 17 Semanas Tratados;12;100 ug/kg;5,744,838,384;1,111,236,466;3,225,187,728;0.745051355;15
901;SHR 21 Semanas Tratados;1;PBS;842,302;9,699,047,853;3,607,192,428;0.67288354;1
902;SHR 21 Semanas Tratados;1;PBS;8,985,816,327;9,613,602,943;3,616,528,982;0.706418581;2
903;SHR 21 Semanas Tratados;1;PBS;8,933,545,455;9,205,264,385;3,479,583,029;0.678236509;3
904;SHR 21 Semanas Tratados;1;PBS;9,026,494,949;9,257,006,764;356,493,799;0.662885648;4
905;SHR 21 Semanas Tratados;1;PBS;9,131,030,303;9,176,072,306;3,599,929,896;0.670876981;5
906;SHR 21 Semanas Tratados;1;PBS;906,641;9,048,891,455;3,554,081,854;0.665571548;6
907;SHR 21 Semanas Tratados;1;PBS;915,064;9,166,008,959;3,457,751,697;0.690091167;7
908;SHR 21 Semanas Tratados;1;PBS;913,584;9,097,961,668;3,589,809,922;0.712488563;8
909;SHR 21 Semanas Tratados;1;PBS;902,828;9,144,374,446;3,528,227,154;0.674740725;9
910;SHR 21 Semanas Tratados;1;PBS;9,112,561,224;9,107,416,607;3,596,079,765;0.709447324;10
911;SHR 21 Semanas Tratados;1;PBS;909,905;9,094,139,791;34,884,453;0.697928266;11
912;SHR 21 Semanas Tratados;1;PBS;9,034,091,837;9,094,519,034;3,621,977,154;0.675819804;12
913;SHR 21 Semanas Tratados;1;PBS;903,353;9,077,559,906;362,817,389;0.709964343;13
914;SHR 21 Semanas Tratados;1;PBS;914,373;9,112,024,784;3,518,755,091;0.710123503;14
915;SHR 21 Semanas Tratados;1;PBS;9,147,989,899;9,048,771,085;3,497,366,971;0.711892015;15
916;SHR 21 Semanas Tratados;1;3 ug/kg;5,664,447,609;1,152,161,861;3,619,637,728;0.717227087;1
917;SHR 21 Semanas Tratados;1;3 ug/kg;6,400,300,667;9,617,204,966;3,615,858,094;0.723617105;2
918;SHR 21 Semanas Tratados;1;3 ug/kg;6,746,986,629;8,959,830,821;3,624,860,574;0.726523955;3
919;SHR 21 Semanas Tratados;1;3 ug/kg;7,113,939,748;8,738,837,833;3,617,220,235;0.729092399;4
920;SHR 21 Semanas Tratados;1;3 ug/kg;782,754;9,238,407,032;3,633,876,501;0.71944248;5
921;SHR 21 Semanas Tratados;1;3 ug/kg;836,564;9,117,418,618;3,647,092,689;0.697452056;6
922;SHR 21 Semanas Tratados;1;3 ug/kg;872,579,798;8,876,551,084;3,582,569,452;0.68458649;7
923;SHR 21 Semanas Tratados;1;3 ug/kg;907,925;8,535,163,556;3,591,877,285;0.721386488;8
924;SHR 21 Semanas Tratados;1;3 ug/kg;9,409,357,143;8,535,365,271;3,498,469,191;0.716301609;9
925;SHR 21 Semanas Tratados;1;3 ug/kg;960,015;8,668,964,891;3,620,664,491;0.682328915;10
926;SHR 21 Semanas Tratados;1;3 ug/kg;973,473;8,771,983,738;3,624,869,713;0.688449812;11
927;SHR 21 Semanas Tratados;1;3 ug/kg;989,296;8,540,428,859;3,639,727,285;0.680707501;12
928;SHR 21 Semanas Tratados;1;3 ug/kg;9,996,068,514;8,504,278,111;3,591,377,154;0.696325874;13
929;SHR 21 Semanas Tratados;1;3 ug/kg;1,022,779,798;8,578,957,643;3,519,455,222;0.732462265;14
930;SHR 21 Semanas Tratados;1;3 ug/kg;1,017,835,789;8,726,311,633;3,627,834,204;0.700199998;15
931;SHR 21 Semanas Tratados;1;10 ug/kg;5,544,072,725;1,077,774,619;3,683,120,888;0.782872477;1
932;SHR 21 Semanas Tratados;1;10 ug/kg;5,740,772,965;831,836,262;3,653,223,238;0.793527672;2
933;SHR 21 Semanas Tratados;1;10 ug/kg;610,183,741;926,124,839;3,632,911,358;0.774034732;3
934;SHR 21 Semanas Tratados;1;10 ug/kg;64,545,589;9,251,312,825;3,546,855,222;0.772646347;4
935;SHR 21 Semanas Tratados;1;10 ug/kg;6,944,141,304;1,055,720,686;364,154,295;0.715709679;5
936;SHR 21 Semanas Tratados;1;10 ug/kg;725,742;9,174,338,848;3,562,067,232;0.75478033;6
937;SHR 21 Semanas Tratados;1;10 ug/kg;7,523,057,038;8,800,173,058;3,635,106,658;0.708463574;7
938;SHR 21 Semanas Tratados;1;10 ug/kg;78,825;8,855,270,815;356,059,295;0.748863089;8
939;SHR 21 Semanas Tratados;1;10 ug/kg;8,127,757,576;8,857,643,545;3,578,048,042;0.706159135;9
940;SHR 21 Semanas Tratados;1;10 ug/kg;834,782;866,714,735;355,593,329;0.742193391;10
941;SHR 21 Semanas Tratados;1;10 ug/kg;861,564;8,379,416,402;3,514,139,817;0.720797626;11
942;SHR 21 Semanas Tratados;1;10 ug/kg;8,759,154,639;8,686,367,713;3,600,620,496;0.707752028;12
943;SHR 21 Semanas Tratados;1;10 ug/kg;8,908,191,919;8,428,723,567;3,604,848,695;0.724987507;13
944;SHR 21 Semanas Tratados;1;10 ug/kg;9,097,979,798;8,683,311,225;3,581,541,906;0.727381086;14
945;SHR 21 Semanas Tratados;1;10 ug/kg;931,715;8,497,117,322;3,501,687,859;0.749220813;15
946;SHR 21 Semanas Tratados;1;30 ug/kg;5,589,734,575;1,169,225,231;370,697,389;0.94868252;1
947;SHR 21 Semanas Tratados;1;30 ug/kg;5,500,287,222;1,062,831,834;3,825,647,781;1,056,418,355;2
948;SHR 21 Semanas Tratados;1;30 ug/kg;5,707,164,571;1,101,115,769;3,800,651,958;0.900322926;3
949;SHR 21 Semanas Tratados;1;30 ug/kg;5,993,829,737;1,089,330,613;3,717,480,157;0.820211811;4
950;SHR 21 Semanas Tratados;1;30 ug/kg;625,584,025;1,060,960,286;3,710,261,619;0.772510274;5
951;SHR 21 Semanas Tratados;1;30 ug/kg;6,537,793,302;9,905,910,352;3,669,698,695;0.778825568;6
952;SHR 21 Semanas Tratados;1;30 ug/kg;6,687,975,429;9,519,908,972;35,728,547;0.789893721;7
953;SHR 21 Semanas Tratados;1;30 ug/kg;6,998,232,323;1,008,505,065;3,545,799,347;0.762955067;8
954;SHR 21 Semanas Tratados;1;30 ug/kg;72,101;1,013,394,301;3,610,002,219;0.744996125;9
955;SHR 21 Semanas Tratados;1;30 ug/kg;7,338,061,579;9,330,992,145;3,584,147,389;0.746607799;10
956;SHR 21 Semanas Tratados;1;30 ug/kg;7,471,814,726;8,840,584,175;3,588,587,076;0.732226426;11
957;SHR 21 Semanas Tratados;1;30 ug/kg;7,662,575,758;9,516,111,267;3,581,316,319;0.74497133;12
958;SHR 21 Semanas Tratados;1;30 ug/kg;788,773;918,091,178;3,510,141,906;0.774166609;13
959;SHR 21 Semanas Tratados;1;30 ug/kg;804,731;9,209,654,541;3,560,701,175;0.753941544;14
960;SHR 21 Semanas Tratados;1;30 ug/kg;801,968;9,375,136,888;3,657,925,457;0.722913763;15
961;SHR 21 Semanas Tratados;1;100 ug/kg;531,837;1,294,290,942;3,889,721,606;2,029,203,001;1
962;SHR 21 Semanas Tratados;1;100 ug/kg;4,382,608,531;6,678,274,283;5,582,612,448;2,926,996,854;2
963;SHR 21 Semanas Tratados;1;100 ug/kg;4,321,482,846;8,110,748,193;5,302,399,239;2,239,578,134;3
964;SHR 21 Semanas Tratados;1;100 ug/kg;4,616,603;9,993,108,808;4,538,504,413;1,559,359,422;4
965;SHR 21 Semanas Tratados;1;100 ug/kg;50,277;1,177,191,088;4,045,643,211;1,208,565,368;5
966;SHR 21 Semanas Tratados;1;100 ug/kg;5,320,956,044;1,170,157,349;3,853,424,151;103,156,028;6
967;SHR 21 Semanas Tratados;1;100 ug/kg;5,486,957,917;1,132,898,435;3,801,562,141;0.939367086;7
968;SHR 21 Semanas Tratados;1;100 ug/kg;5,589,949,495;1,142,716,352;3,800,372,715;0.884601005;8
969;SHR 21 Semanas Tratados;1;100 ug/kg;5,536,081,064;1,029,550,664;3,747,836,423;0.849075707;9
970;SHR 21 Semanas Tratados;1;100 ug/kg;5,691,394,154;1,014,743,552;3,654,886,423;0.824659659;10
971;SHR 21 Semanas Tratados;1;100 ug/kg;5,833,041,908;9,530,914,199;3,711,297,389;0.811941962;11
972;SHR 21 Semanas Tratados;1;100 ug/kg;5,864,401,364;8,920,531,913;3,780,596,736;0.802589271;12
973;SHR 21 Semanas Tratados;1;100 ug/kg;631,938;1,056,364,346;3,688,662,272;0.808598985;13
974;SHR 21 Semanas Tratados;1;100 ug/kg;6,347,877,872;9,157,649,842;3,746,296,475;0.787321738;14
975;SHR 21 Semanas Tratados;1;100 ug/kg;652,397;9,644,122,139;3,758,955,352;0.778840082;15
976;SHR 21 Semanas Tratados;3;PBS;8,640,024,211;1,037,287,111;3,386,909,661;0.716112389;1
977;SHR 21 Semanas Tratados;3;PBS;8,950,832,802;1,030,384,958;3,409,486,292;0.722957108;2
978;SHR 21 Semanas Tratados;3;PBS;8,848,044,737;9,400,598,235;3,428,753,525;0.718948948;3
979;SHR 21 Semanas Tratados;3;PBS;8,746,763,662;7,670,501,152;3,392,625,065;0.737184555;4
980;SHR 21 Semanas Tratados;3;PBS;8,721,182,529;9,113,780,581;3,385,238,903;0.724063677;5
981;SHR 21 Semanas Tratados;3;PBS;8,793,078,206;8,764,643,702;3,408,465,535;0.733888199;6
982;SHR 21 Semanas Tratados;3;PBS;8,831,227,632;9,606,474,859;3,395,571,671;0.737409245;7
983;SHR 21 Semanas Tratados;3;PBS;8,748,673,969;8,181,203,041;3,342,339,948;0.732030433;8
984;SHR 21 Semanas Tratados;3;PBS;8,727,948,947;8,638,103,465;3,400,018,799;0.742965092;9
985;SHR 21 Semanas Tratados;3;PBS;8,823,821,393;8,559,165,098;3,408,257,833;0.738604788;10
986;SHR 21 Semanas Tratados;3;PBS;8,688,896,832;8,108,201,356;3,384,901,697;0.73479766;11
987;SHR 21 Semanas Tratados;3;PBS;8,784,271,735;8,375,444,039;3,341,869,843;0.730418214;12
988;SHR 21 Semanas Tratados;3;PBS;869,407;8,851,382,276;3,313,090,601;0.732938283;13
989;SHR 21 Semanas Tratados;3;PBS;897,047,002;9,360,744,518;3,378,341,384;0.739864096;14
990;SHR 21 Semanas Tratados;3;PBS;8,930,559,435;1,031,623,607;3,325,309,399;0.735571258;15
991;SHR 21 Semanas Tratados;3;3 ug/kg;622,129,005;862,703,169;3,393,077,415;0.760893123;1
992;SHR 21 Semanas Tratados;3;3 ug/kg;7,353,521,923;9,108,763,708;3,456,628,982;0.754148913;2
993;SHR 21 Semanas Tratados;3;3 ug/kg;7,211,095,223;657,002,512;3,387,460,444;0.750163666;3
994;SHR 21 Semanas Tratados;3;3 ug/kg;8,031,056,966;7,381,237,318;3,358,475,457;0.751947538;4
995;SHR 21 Semanas Tratados;3;3 ug/kg;85,426,335;9,672,362,913;3,383,265,927;0.757166623;5
996;SHR 21 Semanas Tratados;3;3 ug/kg;8,948,332,089;891,809,241;3,408,719,582;0.753848448;6
997;SHR 21 Semanas Tratados;3;3 ug/kg;922,177,025;975,865,339;3,395,968,277;0.743170007;7
998;SHR 21 Semanas Tratados;3;3 ug/kg;958,927;9,808,572,818;3,397,796,214;0.749209982;8
999;SHR 21 Semanas Tratados;3;3 ug/kg;9,587,837,276;8,974,107,189;3,369,735,379;0.765802838;9
1000;SHR 21 Semanas Tratados;3;3 ug/kg;9,828,711,082;9,262,103,618;3,431,133,029;0.752212362;10
1001;SHR 21 Semanas Tratados;3;3 ug/kg;9,900,484,848;1,003,767,915;3,436,012,533;0.753761317;11
1002;SHR 21 Semanas Tratados;3;3 ug/kg;9,849,977,808;8,257,593,398;3,428,857,702;0.755953651;12
1003;SHR 21 Semanas Tratados;3;3 ug/kg;1,000,318,283;916,095,886;3,387,920,496;0.753433596;13
1004;SHR 21 Semanas Tratados;3;3 ug/kg;1,009,207,971;9,245,893,974;3,415,227,415;0.752409466;14
1005;SHR 21 Semanas Tratados;3;3 ug/kg;1,010,757;9,678,515,649;3,414,816,057;0.75236733;15
1006;SHR 21 Semanas Tratados;3;10 ug/kg;6,098,124,863;1,049,974,201;3,469,226,371;0.842777797;1
1007;SHR 21 Semanas Tratados;3;10 ug/kg;6,742,473,845;1,077,705,586;3,501,862,663;0.817408359;2
1008;SHR 21 Semanas Tratados;3;10 ug/kg;6,870,203,478;1,112,595,399;3,438,411,097;0.803939294;3
1009;SHR 21 Semanas Tratados;3;10 ug/kg;7,025,588,889;7,519,035,985;3,454,696,214;0.778448738;4
1010;SHR 21 Semanas Tratados;3;10 ug/kg;7,517,147,778;9,755,647,414;3,448,369,452;0.773216244;5
1011;SHR 21 Semanas Tratados;3;10 ug/kg;7,852,862,639;8,331,005,895;3,421,434,726;0.771700511;6
1012;SHR 21 Semanas Tratados;3;10 ug/kg;8,035,526,239;763,506,761;3,443,129,896;0.763881609;7
1013;SHR 21 Semanas Tratados;3;10 ug/kg;8,476,306,087;9,667,009,909;3,429,917,755;0.774791963;8
1014;SHR 21 Semanas Tratados;3;10 ug/kg;8,496,271,623;8,345,533,258;3,417,374,282;0.768360698;9
1015;SHR 21 Semanas Tratados;3;10 ug/kg;880,524;9,617,318,356;3,417,892,037;0.777572519;10
1016;SHR 21 Semanas Tratados;3;10 ug/kg;8,870,040,455;9,807,972,944;3,432,954,178;0.77499289;11
1017;SHR 21 Semanas Tratados;3;10 ug/kg;8,964,993,068;9,368,131,627;3,452,119,713;0.77691298;12
1018;SHR 21 Semanas Tratados;3;10 ug/kg;8,926,688,019;8,106,301,618;3,446,415,013;0.779053773;13
1019;SHR 21 Semanas Tratados;3;10 ug/kg;9,084,987,917;9,088,702,315;3,445,475,196;0.783941813;14
1020;SHR 21 Semanas Tratados;3;10 ug/kg;9,182,956,667;9,557,191,919;3,407,415,666;0.777441528;15
1021;SHR 21 Semanas Tratados;3;30 ug/kg;5,579,450,026;1,129,425,664;3,771,073,159;1,559,852,153;1
1022;SHR 21 Semanas Tratados;3;30 ug/kg;5,464,265,402;6,907,709,195;404,566,248;1,434,422,593;2
1023;SHR 21 Semanas Tratados;3;30 ug/kg;5,670,781,298;1,060,927,172;3,700,309,399;1,003,841,466;3
1024;SHR 21 Semanas Tratados;3;30 ug/kg;5,978,802,717;1,021,066,105;3,536,210,052;0.890651949;4
1025;SHR 21 Semanas Tratados;3;30 ug/kg;6,132,513,003;997,292,906;3,507,114,099;0.843164;5
1026;SHR 21 Semanas Tratados;3;30 ug/kg;6,453,760,541;1,092,063,585;3,472,744,648;0.819029231;6
1027;SHR 21 Semanas Tratados;3;30 ug/kg;6,614,173,853;9,802,181,162;3,494,233,551;0.809349275;7
1028;SHR 21 Semanas Tratados;3;30 ug/kg;6,721,821,372;7,812,980,024;3,526,657,963;0.806103159;8
1029;SHR 21 Semanas Tratados;3;30 ug/kg;7,079,984,444;1,028,370,033;3,498,969,452;0.800262102;9
1030;SHR 21 Semanas Tratados;3;30 ug/kg;718,609,725;9,538,973,447;3,442,028,198;0.809770678;10
1031;SHR 21 Semanas Tratados;3;30 ug/kg;740,911,247;1,036,506,298;3,490,078,329;0.801542895;11
1032;SHR 21 Semanas Tratados;3;30 ug/kg;7,415,171,838;9,834,101,342;3,479,385,901;0.796548527;12
1033;SHR 21 Semanas Tratados;3;30 ug/kg;7,520,620,651;991,933,523;3,494,044,517;0.79866882;13
1034;SHR 21 Semanas Tratados;3;30 ug/kg;7,597,090,833;9,011,134,398;3,488,240,731;0.79517724;14
1035;SHR 21 Semanas Tratados;3;30 ug/kg;7,848,871,282;1,119,633,602;3,433,262,533;0.82086168;15
1036;SHR 21 Semanas Tratados;3;100 ug/kg;482,343,598;6,993,901,774;4,262,299,582;2,921,448,098;1
1037;SHR 21 Semanas Tratados;3;100 ug/kg;4,668,385,708;1,026,639,079;5,329,157,809;2,548,522,298;2
1038;SHR 21 Semanas Tratados;3;100 ug/kg;4,530,617,031;8,883,335,836;4,400,243,668;1,615,543,292;3
1039;SHR 21 Semanas Tratados;3;100 ug/kg;509,050,875;1,265,182,993;3,897,178,616;1,188,334,323;4
1040;SHR 21 Semanas Tratados;3;100 ug/kg;5,242,134,222;1,143,345,144;3,753,711,358;1,008,350,261;5
1041;SHR 21 Semanas Tratados;3;100 ug/kg;556,042;1,241,871,178;3,669,716,319;0.920990168;6
1042;SHR 21 Semanas Tratados;3;100 ug/kg;5,619,474,747;1,194,975,129;3,635,698,172;0.880911459;7
1043;SHR 21 Semanas Tratados;3;100 ug/kg;585,052;1,233,091,422;3,581,027,285;0.868559182;8
1044;SHR 21 Semanas Tratados;3;100 ug/kg;6,034,972,012;1,227,829,403;3,564,102,089;0.855973314;9
1045;SHR 21 Semanas Tratados;3;100 ug/kg;5,974,980,022;1,094,898,038;3,608,241,514;0.847623776;10
1046;SHR 21 Semanas Tratados;3;100 ug/kg;617,321;1,166,288,296;3,605,260,574;0.843262421;11
1047;SHR 21 Semanas Tratados;3;100 ug/kg;6,164,541,818;9,916,530,404;3,575,843,342;0.837569866;12
1048;SHR 21 Semanas Tratados;3;100 ug/kg;6,264,546,136;9,819,052,671;3,595,081,984;0.841464275;13
1049;SHR 21 Semanas Tratados;3;100 ug/kg;642,593,983;101,817,145;3,542,776,632;0.844208106;14
1050;SHR 21 Semanas Tratados;3;100 ug/kg;6,697,203,721;1,046,153,655;3,596,155,483;0.831368348;15
1051;SHR 21 Semanas Tratados;4;PBS;6,596,132,941;8,360,823,747;2,777,067,624;0.700823287;1
1052;SHR 21 Semanas Tratados;4;PBS;7,181,252,955;7,835,580,079;2,814,263,577;0.700984947;2
1053;SHR 21 Semanas Tratados;4;PBS;6,999,521,121;4,936,841,948;2,780,555,352;0.708263777;3
1054;SHR 21 Semanas Tratados;4;PBS;7,100,784,599;6,491,929,663;2,811,592,689;0.697859115;4
1055;SHR 21 Semanas Tratados;4;PBS;6,837,722,567;4,080,865,362;2,731,301,436;0.703878012;5
1056;SHR 21 Semanas Tratados;4;PBS;6,863,114,313;4,881,501,814;2,762,521,018;0.719198212;6
1057;SHR 21 Semanas Tratados;4;PBS;711,367;8,804,745,169;2,796,089,687;0.706611608;7
1058;SHR 21 Semanas Tratados;4;PBS;6,955,912,111;6,753,516,856;2,776,208,616;0.700031611;8
1059;SHR 21 Semanas Tratados;4;PBS;67,976;6,137,893,891;2,785,624,282;0.703575282;9
1060;SHR 21 Semanas Tratados;4;PBS;7,063,068,258;8,211,903,773;2,771,693,211;0.705721092;10
1061;SHR 21 Semanas Tratados;4;PBS;6,773,245,424;5,124,308,165;2,697,591,384;0.710684165;11
1062;SHR 21 Semanas Tratados;4;PBS;6,946,060,929;74,472,143;271,661,201;0.705953686;12
1063;SHR 21 Semanas Tratados;4;PBS;6,768,486,842;5,845,190,461;270,537,859;0.711039361;13
1064;SHR 21 Semanas Tratados;4;PBS;6,511,580,985;3,388,467,881;2,791,100,653;0.709639713;14
1065;SHR 21 Semanas Tratados;4;PBS;6,628,882,341;513,711,968;2,807,481,984;0.713851481;15
1066;SHR 21 Semanas Tratados;4;3 ug/kg;494,040,404;1,169,071,714;2,595,567,493;0.72512189;1
1067;SHR 21 Semanas Tratados;4;3 ug/kg;6,098,209,792;7,437,418,017;2,598,120,888;0.70966776;2
1068;SHR 21 Semanas Tratados;4;3 ug/kg;623,672,574;6,251,907,461;2,633,310,313;0.708163646;3
1069;SHR 21 Semanas Tratados;4;3 ug/kg;6,725,411,264;7,635,796,483;2,617,514,883;0.719580082;4
1070;SHR 21 Semanas Tratados;4;3 ug/kg;705,765;9,110,322,636;263,473,329;0.727020866;5
1071;SHR 21 Semanas Tratados;4;3 ug/kg;7,227,049,141;7,087,596,169;2,715,186,423;0.707957299;6
1072;SHR 21 Semanas Tratados;4;3 ug/kg;7,482,064,048;7,650,642,632;2,737,894,648;0.713694589;7
1073;SHR 21 Semanas Tratados;4;3 ug/kg;7,659,783,538;8,930,732,297;2,739,411,358;0.724057945;8
1074;SHR 21 Semanas Tratados;4;3 ug/kg;782,259;9,341,294,775;2,744,334,073;0.726475777;9
1075;SHR 21 Semanas Tratados;4;3 ug/kg;7,869,829,268;9,663,869,585;2,736,458,486;0.735667344;10
1076;SHR 21 Semanas Tratados;4;3 ug/kg;7,735,506,667;8,604,641,767;2,716,103,264;0.724350771;11
1077;SHR 21 Semanas Tratados;4;3 ug/kg;7,723,836,376;7,734,746,722;2,771,095,431;0.725823463;12
1078;SHR 21 Semanas Tratados;4;3 ug/kg;777,853,064;8,270,053,205;2,724,972,846;0.723356604;13
1079;SHR 21 Semanas Tratados;4;3 ug/kg;8,042,968,985;9,601,296,616;2,684,692,559;0.747060871;14
1080;SHR 21 Semanas Tratados;4;3 ug/kg;8,015,586,222;8,968,597,929;277,591,893;0.745758377;15
1081;SHR 21 Semanas Tratados;4;10 ug/kg;5,292,118,333;1,104,225,984;2,870,905,091;0.775241675;1
1082;SHR 21 Semanas Tratados;4;10 ug/kg;5,572,487,307;541,882,231;2,901,169,843;0.751001694;2
1083;SHR 21 Semanas Tratados;4;10 ug/kg;6,112,175,682;9,122,961,386;2,862,352,219;0.74023623;3
1084;SHR 21 Semanas Tratados;4;10 ug/kg;6,192,230,914;7,353,846,089;2,856,619,582;0.73223001;4
1085;SHR 21 Semanas Tratados;4;10 ug/kg;6,462,567,317;8,788,155,463;2,854,739,817;0.729924586;5
1086;SHR 21 Semanas Tratados;4;10 ug/kg;6,729,600,421;8,304,971,901;2,831,139,817;0.741360438;6
1087;SHR 21 Semanas Tratados;4;10 ug/kg;70,454,405;804,157,926;283,868,342;0.747372783;7
1088;SHR 21 Semanas Tratados;4;10 ug/kg;7,384,941,745;8,322,351,426;2,885,529,112;0.734908652;8
1089;SHR 21 Semanas Tratados;4;10 ug/kg;76,018,875;8,733,402,499;2,905,941,514;0.733121757;9
1090;SHR 21 Semanas Tratados;4;10 ug/kg;7,658,056,585;7,631,237,119;2,933,950,392;0.731982633;10
1091;SHR 21 Semanas Tratados;4;10 ug/kg;7,847,888,299;7,418,994,807;2,974,427,154;0.734797331;11
1092;SHR 21 Semanas Tratados;4;10 ug/kg;8,119,507,922;8,166,675,501;2,964,586,292;0.735610428;12
1093;SHR 21 Semanas Tratados;4;10 ug/kg;8,215,760,204;7,488,292,667;301,186,436;0.729051405;13
1094;SHR 21 Semanas Tratados;4;10 ug/kg;8,467,622,955;8,042,120,376;3,010,228,329;0.742627697;14
1095;SHR 21 Semanas Tratados;4;10 ug/kg;8,527,631,431;7,677,157,394;2,997,846,214;0.734832047;15
1096;SHR 21 Semanas Tratados;4;30 ug/kg;4,819,208,193;1,101,140,858;3,342,248,274;1,468,574,583;1
1097;SHR 21 Semanas Tratados;4;30 ug/kg;3,961,120,168;4,730,007,972;3,716,126,916;1,437,900,551;2
1098;SHR 21 Semanas Tratados;4;30 ug/kg;4,119,154,437;4,561,213,804;3,244,429,112;0.915649848;3
1099;SHR 21 Semanas Tratados;4;30 ug/kg;4,633,916,045;8,804,080,319;3,168,553,786;0.818637471;4
1100;SHR 21 Semanas Tratados;4;30 ug/kg;4,882,428,485;8,338,306,474;3,118,600,914;0.773979251;5
1101;SHR 21 Semanas Tratados;4;30 ug/kg;5,190,035,986;8,929,697,547;3,105,527,415;0.762334461;6
1102;SHR 21 Semanas Tratados;4;30 ug/kg;5,280,334,747;6,589,782,743;306,410,483;0.75511231;7
1103;SHR 21 Semanas Tratados;4;30 ug/kg;571,782;898,425,462;3,062,048,303;0.751821653;8
1104;SHR 21 Semanas Tratados;4;30 ug/kg;5,647,245,651;5,626,397,351;3,030,077,807;0.754039113;9
1105;SHR 21 Semanas Tratados;4;30 ug/kg;607,304;8,862,259,319;3,066,734,465;0.751146678;10
1106;SHR 21 Semanas Tratados;4;30 ug/kg;6,072,073,693;7,569,879,025;3,050,686,684;0.755170429;11
1107;SHR 21 Semanas Tratados;4;30 ug/kg;6,197,864,571;7,295,416,683;3,031,330,679;0.750392531;12
1108;SHR 21 Semanas Tratados;4;30 ug/kg;6,313,443,141;7,642,810,216;3,025,292,167;0.755849206;13
1109;SHR 21 Semanas Tratados;4;30 ug/kg;6,244,410,714;5,228,346,444;3,045,940,731;0.75765785;14
1110;SHR 21 Semanas Tratados;4;30 ug/kg;6,736,146,923;8,619,386,617;300,261,423;0.751194045;15
1111;SHR 21 Semanas Tratados;4;100 ug/kg;4,778,025,349;9,454,537,625;3,814,083,237;2,984,051,566;1
1112;SHR 21 Semanas Tratados;4;100 ug/kg;3,435,144,309;3,006,158,142;5,007,063,635;2,554,220,331;2
1113;SHR 21 Semanas Tratados;4;100 ug/kg;3,183,877,488;2,725,344,631;4,089,457,142;1,656,949,764;3
1114;SHR 21 Semanas Tratados;4;100 ug/kg;3,395,851,628;7,382,049,033;3,594,549,373;1,171,967,814;4
1115;SHR 21 Semanas Tratados;4;100 ug/kg;3,388,406,172;4,109,539,553;3,349,255,614;0.96077302;5
1116;SHR 21 Semanas Tratados;4;100 ug/kg;411,446;9,392,826,988;3,243,453,655;0.859017936;6
1117;SHR 21 Semanas Tratados;4;100 ug/kg;437,987;9,716,880,101;3,168,874,674;0.826538144;7
1118;SHR 21 Semanas Tratados;4;100 ug/kg;4,565,124,783;8,683,317,879;3,188,492,298;0.799734358;8
1119;SHR 21 Semanas Tratados;4;100 ug/kg;481,984;8,345,814,329;3,166,762,402;0.793075424;9
1120;SHR 21 Semanas Tratados;4;100 ug/kg;5,112,447,929;8,242,779,618;3,123,563,838;0.78403987;10
1121;SHR 21 Semanas Tratados;4;100 ug/kg;5,420,640,208;9,259,593,943;3,156,244,256;0.783899099;11
1122;SHR 21 Semanas Tratados;4;100 ug/kg;5,596,273,197;9,144,588,592;3,159,157,572;0.780752855;12
1123;SHR 21 Semanas Tratados;4;100 ug/kg;5,646,895,238;8,022,527,101;314,521,201;0.773893512;13
1124;SHR 21 Semanas Tratados;4;100 ug/kg;5,990,632,917;9,400,543,593;31,482;0.769166084;14
1125;SHR 21 Semanas Tratados;4;100 ug/kg;6,217,883,117;9,336,127,295;309,614,765;0.778135833;15
1126;SHR 21 Semanas Tratados;5;PBS;7,295,714,287;8,900,553,083;3,450,003,655;0.653633811;1
1127;SHR 21 Semanas Tratados;5;PBS;808,182;8,707,746,508;3,575,090,078;0.645643694;2
1128;SHR 21 Semanas Tratados;5;PBS;8,224,020,202;8,879,029,982;3,482,806,397;0.65651452;3
1129;SHR 21 Semanas Tratados;5;PBS;841,093;8,466,787,431;3,414,601,175;0.662355519;4
1130;SHR 21 Semanas Tratados;5;PBS;848,398;8,690,523,572;3,444,503,655;0.664889894;5
1131;SHR 21 Semanas Tratados;5;PBS;8,497,585,859;8,731,496,472;3,497,251,436;0.660665194;6
1132;SHR 21 Semanas Tratados;5;PBS;846,785;8,250,274,972;3,548,339,948;0.64810003;7
