Time(s), Pressure(mmHg), Action Number
27.76,89.71,0
27.78,88.65,0
27.80,85.29,0
27.82,81.38,0
27.84,78.50,0
27.86,79.58,0
27.88,97.31,0
27.90,107.54,0
27.92,101.13,0
27.94,96.18,0
27.96,91.37,0
27.98,90.14,0
28.00,87.91,0
28.02,84.28,0
28.04,80.65,0
28.06,78.00,0
28.08,84.55,0
28.10,94.82,0
28.12,108.39,0
28.14,103.96,0
28.16,94.44,0
28.18,91.47,0
28.20,89.90,0
28.22,86.90,0
28.24,83.04,0
28.26,81.26,0
28.28,78.37,0
28.30,81.43,0
28.32,100.15,0
28.34,107.67,0
28.36,99.75,0
28.38,92.47,0
28.40,90.66,0
28.42,89.94,0
28.44,87.34,0
28.46,83.48,0
28.48,79.87,0
28.50,77.66,0
28.52,87.30,0
28.54,104.60,0
28.56,105.59,0
28.58,100.88,0
28.60,92.73,0
28.62,90.60,0
28.64,89.12,0
28.66,86.10,0
28.68,82.27,0
28.70,79.10,0
28.72,78.52,0
28.74,84.62,0
28.76,103.78,0
28.78,107.96,0
28.80,98.49,0
28.82,92.23,0
28.84,90.83,0
28.86,88.64,0
28.88,86.92,0
28.90,81.13,0
28.92,79.62,0
28.94,77.90,0
28.96,90.81,0
29.02,95.60,0
29.04,91.66,0
29.06,91.03,0
29.08,89.23,0
29.10,85.88,0
29.12,81.96,0
29.14,78.79,0
29.16,79.72,0
29.18,97.23,0
29.20,107.46,0
29.22,105.80,0
29.24,96.24,0
29.26,91.50,0
29.28,90.24,0
29.30,88.03,0
29.32,84.42,0
29.34,80.77,0
29.36,78.14,0
29.38,78.80,0
29.40,95.26,0
29.42,108.36,0
29.44,103.71,0
29.46,94.41,0
29.48,91.39,0
29.50,89.97,0
29.52,86.95,0
29.54,84.93,0
29.56,81.04,0
29.58,78.26,0
29.60,82.02,0
29.62,100.95,0
29.64,108.02,0
29.66,99.86,0
29.68,92.76,0
29.70,91.62,0
29.72,90.29,0
29.74,87.64,0
29.76,83.77,0
29.78,80.19,0
29.80,77.84,0
29.82,88.01,0
29.84,104.74,0
29.86,107.02,0
29.88,100.11,0
29.90,92.36,0
29.92,90.41,0
29.94,88.89,0
29.96,85.84,0
29.98,82.05,0
30.00,78.92,0
30.02,77.83,0
30.04,85.93,0
30.06,104.56,0
30.08,107.03,0
30.10,97.26,0
30.12,91.82,0
30.14,90.30,0
30.16,88.15,0
30.18,86.46,0
30.20,82.41,0
30.22,78.99,0
30.24,77.75,0
30.26,92.42,0
30.28,107.20,0
30.30,104.37,0
30.32,94.88,0
30.34,92.48,0
30.36,90.86,0
30.38,88.95,0
30.40,85.49,0
30.42,81.62,0
30.44,78.62,0
30.46,80.79,0
30.48,98.68,0
30.50,105.06,0
30.52,104.24,0
30.54,94.74,0
30.56,90.80,0
30.58,89.61,0
30.60,87.26,0
30.62,83.63,0
30.64,80.12,0
30.66,78.73,0
30.68,79.46,0
30.70,97.32,0
30.72,108.10,0
30.74,101.62,0
30.76,93.13,0
30.78,90.86,0
30.80,89.17,0
30.82,87.77,0
30.84,84.13,0
30.86,80.36,0
30.88,77.50,0
30.90,83.47,0
30.92,102.63,0
30.94,107.48,0
30.96,98.45,0
30.98,94.38,0
31.00,91.33,0
31.02,89.91,0
31.04,87.11,0
31.06,83.23,0
31.08,79.75,0
31.10,77.93,0
31.12,81.53,0
31.14,99.47,0
31.16,106.28,0
31.18,98.31,0
31.20,91.49,0
31.22,89.91,0
31.24,88.26,0
31.26,85.08,0
31.32,78.28,0
31.34,84.29,0
31.36,103.03,0
31.38,106.82,0
31.40,97.36,0
31.42,91.40,0
31.44,90.06,0
31.46,87.96,0
31.48,84.27,0
31.50,82.36,0
31.52,78.96,0
31.54,77.13,0
31.56,90.50,0
31.58,106.48,0
31.60,104.77,0
31.62,95.00,0
31.64,91.24,0
31.66,90.68,0
31.68,88.89,0
31.70,85.56,0
31.72,81.66,0
31.74,78.57,0
31.76,79.86,0
31.78,97.14,0
31.80,105.92,0
31.82,103.78,0
31.84,94.34,0
31.86,90.13,0
31.88,88.99,0
31.90,86.82,0
31.92,83.26,0
31.94,79.74,0
31.96,77.27,0
31.98,78.46,0
32.00,95.44,0
32.02,106.94,0
32.04,101.19,0
32.06,92.42,0
32.08,89.97,0
32.10,88.60,0
32.12,85.63,0
32.14,83.60,0
32.16,79.83,0
32.18,77.12,0
32.20,82.20,0
32.22,101.47,0
32.24,107.28,0
32.26,98.51,0
32.28,91.80,0
32.30,90.84,0
32.32,89.64,0
32.34,86.95,0
32.36,83.06,0
32.38,79.57,0
32.40,77.53,0
32.42,88.98,0
32.44,104.41,0
32.46,105.79,0
32.48,97.97,0
32.50,90.89,0
32.52,89.32,0
32.54,87.79,0
32.56,84.71,0
32.58,81.01,0
32.60,77.97,0
32.62,77.06,0
32.64,86.77,0
32.66,104.12,0
32.68,104.82,0
32.70,94.98,0
32.72,90.32,0
32.74,89.10,0
32.76,86.89,0
32.78,85.18,0
32.80,81.18,0
32.82,77.89,0
32.84,77.50,0
32.86,93.94,0
32.88,107.02,0
32.90,102.49,0
32.92,93.29,0
32.94,91.26,0
32.96,89.92,0
32.98,88.01,0
33.00,84.47,0
33.02,80.63,0
33.04,77.74,0
33.06,81.68,0
33.08,99.69,0
33.10,104.85,0
33.12,101.87,0
33.14,92.45,0
33.16,89.27,0
33.18,88.26,0
33.20,85.83,0
33.22,82.17,0
33.24,78.80,0
33.26,77.46,0
33.28,79.92,0
33.30,98.34,0
33.32,106.29,0
33.34,98.41,0
33.36,90.91,0
33.38,89.27,0
33.40,87.67,0
33.42,86.27,0
33.44,82.54,0
33.46,78.88,0
33.48,76.32,0
33.50,85.62,0
33.52,104.00,0
33.54,105.70,0
33.56,95.84,0
33.58,92.32,0
33.60,90.02,0
33.62,88.66,0
33.64,85.73,0
33.66,81.84,0
33.68,78.50,0
33.70,77.67,0
33.72,92.76,0
33.74,101.14,0
33.76,104.80,0
33.78,95.58,0
33.80,89.69,0
33.82,88.52,0
33.84,86.82,0
33.86,83.52,0
33.88,79.88,0
33.90,78.36,0
33.92,76.94,0
33.94,90.88,0
33.96,105.39,0
33.98,102.31,0
34.00,92.72,0
34.02,89.46,0
34.04,88.40,0
34.06,87.35,0
34.08,83.97,0
34.10,80.14,0
34.12,77.12,0
34.14,79.25,0
34.16,98.44,0
34.18,107.36,0
34.20,99.60,0
34.22,94.64,0
34.24,90.30,0
34.26,89.25,0
34.28,86.91,0
34.30,83.20,0
34.32,79.56,0
34.34,77.02,0
34.36,85.51,0
34.38,95.25,0
34.40,105.67,0
34.42,99.46,0
34.44,91.12,0
34.46,88.85,0
34.50,87.58,0
34.54,77.97,0
34.56,76.83,0
34.58,83.78,0
34.60,102.05,0
34.62,105.14,0
34.64,95.65,0
34.66,90.01,0
34.68,88.83,0
34.70,88.13,0
34.72,85.43,0
34.74,81.52,0
34.76,78.17,0
34.78,76.79,0
34.80,91.38,0
34.82,106.57,0
34.84,103.68,0
34.86,98.23,0
34.88,91.14,0
34.90,89.65,0
34.92,88.01,0
34.94,84.64,0
34.96,80.79,0
34.98,77.78,0
35.00,80.06,0
35.02,88.48,0
35.04,104.29,0
35.06,103.22,0
35.08,93.51,0
35.10,89.49,0
35.12,88.34,0
35.14,86.06,0
35.16,82.55,0
35.18,80.74,0
35.20,77.70,0
35.22,78.98,0
35.24,96.74,0
35.26,106.21,0
35.28,99.30,0
35.30,91.25,0
35.32,89.28,0
35.34,88.76,0
35.36,86.63,0
35.38,83.08,0
35.40,79.38,0
35.42,76.74,0
35.44,84.82,0
35.46,103.56,0
35.48,106.45,0
35.50,102.08,0
35.52,92.84,0
35.54,90.08,0
35.56,88.75,0
35.58,85.98,0
35.60,82.08,0
35.62,78.71,0
35.64,77.58,0
35.66,82.68,0
35.68,100.99,0
35.70,105.73,0
35.72,96.81,0
35.74,90.51,0
35.76,89.03,0
35.78,87.19,0
35.80,83.86,0
35.82,82.00,0
35.84,78.75,0
35.86,77.13,0
35.88,90.42,0
35.90,105.41,0
35.92,103.03,0
35.94,93.46,0
35.96,90.95,0
35.98,89.42,0
36.00,87.80,0
36.02,84.61,0
36.04,80.86,0
36.06,77.76,0
36.08,79.93,0
36.10,98.97,0
36.12,105.90,0
36.14,105.37,0
36.16,95.39,0
36.18,90.92,0
36.20,89.53,0
36.22,87.15,0
36.24,83.51,0
36.26,79.87,0
36.28,78.40,0
36.30,78.91,0
36.32,96.13,0
36.34,106.81,0
36.36,100.81,0
36.38,92.40,0
36.40,90.06,0
36.42,88.57,0
36.44,87.26,0
36.46,83.57,0
36.48,80.01,0
36.50,77.48,0
36.52,84.56,0
36.54,102.74,0
36.56,105.90,0
36.58,96.58,0
36.60,92.85,0
36.62,90.24,0
36.64,88.91,0
36.66,86.14,0
36.68,82.35,0
36.70,79.06,0
36.72,77.81,0
36.74,92.96,0
36.76,102.29,0
36.78,107.65,0
36.80,98.43,0
36.82,91.87,0
36.84,90.24,0
36.86,88.19,0
36.88,84.76,0
36.90,81.03,0
36.92,79.42,0
36.94,77.52,0
36.96,90.17,0
36.98,105.71,0
37.00,103.99,0
37.02,94.40,0
37.04,90.58,0
37.06,89.27,0
37.08,88.23,0
37.10,84.91,0
37.16,83.10,0
37.18,92.71,0
37.20,106.13,0
37.22,102.31,0
37.24,93.18,0
37.26,90.19,0
37.28,88.96,0
37.30,86.32,0
37.32,82.57,0
37.34,80.77,0
37.36,77.90,0
37.38,81.94,0
37.40,101.16,0
37.42,107.83,0
37.44,99.33,0
37.46,92.03,0
37.48,90.45,0
37.50,89.73,0
37.52,86.97,0
37.54,83.01,0
37.56,79.51,0
37.58,77.45,0
37.60,88.62,0
37.62,105.45,0
37.64,105.33,0
37.66,100.41,0
37.68,92.59,0
37.70,90.58,0
37.72,88.93,0
37.74,85.71,0
37.76,81.81,0
37.78,78.59,0
37.80,79.34,0
37.82,86.74,0
37.84,103.89,0
37.86,104.94,0
37.88,95.42,0
37.90,90.71,0
37.92,89.50,0
37.94,87.35,0
37.96,85.69,0
37.98,81.91,0
38.00,78.72,0
38.02,78.70,0
38.04,95.76,0
38.06,107.65,0
38.08,102.12,0
38.10,93.19,0
38.12,91.32,0
38.14,89.87,0
38.16,87.80,0
38.18,84.06,0
38.20,80.19,0
38.22,77.48,0
38.24,83.14,0
38.26,101.93,0
38.28,106.78,0
38.30,103.22,0
38.32,93.91,0
38.34,90.74,0
38.36,89.40,0
38.38,86.66,0
38.40,82.79,0
38.42,79.33,0
38.44,77.97,0
38.46,81.48,0
38.48,99.57,0
38.50,105.84,0
38.52,97.57,0
38.54,90.92,0
38.56,89.42,0
38.58,87.77,0
38.60,86.35,0
38.62,82.69,0
38.64,79.27,0
38.66,77.31,0
38.68,89.64,0
38.70,105.87,0
38.72,104.46,0
38.74,94.55,0
38.76,91.77,0
38.78,89.98,0
38.80,88.15,0
38.82,84.98,0
38.84,81.02,0
38.86,77.79,0
38.88,78.87,0
38.90,96.95,0
38.92,104.53,0
38.94,105.66,0
39.00,89.59,0
39.02,88.55,0
39.04,85.26,0
39.06,81.39,0
39.08,78.30,0
39.10,80.04,0
39.12,97.46,0
39.14,105.88,0
39.16,98.76,0
39.18,94.15,0
39.20,90.06,0
39.22,88.94,0
39.24,86.70,0
39.26,83.14,0
39.28,79.64,0
39.30,77.28,0
39.32,86.93,0
39.34,97.00,0
39.36,107.17,0
39.38,100.50,0
39.40,92.16,0
39.42,90.01,0
39.44,88.49,0
39.46,85.27,0
39.48,81.47,0
39.50,79.72,0
39.52,76.95,0
39.54,84.40,0
39.56,103.09,0
39.58,106.43,0
39.60,96.98,0
39.62,91.33,0
39.64,90.01,0
39.66,89.19,0
39.68,86.31,0
39.70,82.44,0
39.72,79.05,0
39.74,77.89,0
39.76,92.17,0
39.78,105.05,0
39.80,101.14,0
39.82,96.11,0
39.84,90.24,0
39.86,88.94,0
39.88,87.18,0
39.90,83.93,0
39.92,80.25,0
39.94,77.44,0
39.96,81.65,0
39.98,91.05,0
40.00,105.69,0
40.02,102.82,0
40.04,93.25,0
40.12,89.80,0
40.14,78.63,0
40.16,77.29,0
40.18,79.58,0
40.20,98.33,0
40.22,107.11,0
40.24,99.80,0
40.26,91.96,0
40.28,90.09,0
40.30,89.50,0
40.32,87.14,0
40.34,83.38,0
40.36,79.75,0
40.38,77.31,0
40.40,86.32,0
40.42,102.86,0
40.44,103.45,0
40.46,98.69,0
40.48,90.86,0
40.50,88.95,0
40.52,87.62,0
40.54,84.75,0
40.56,81.05,0
40.58,77.94,0
40.60,78.05,0
40.62,84.91,0
40.64,102.78,0
40.66,104.83,0
40.68,95.18,0
40.70,90.00,0
40.72,88.77,0
40.74,86.73,0
40.76,83.19,0
40.78,81.19,0
40.80,77.76,0
40.82,76.98,0
40.84,92.67,0
40.86,106.36,0
40.88,102.52,0
40.90,93.17,0
40.92,90.12,0
40.94,89.60,0
40.96,87.80,0
40.98,84.38,0
41.00,80.52,0
41.02,77.59,0
41.04,81.29,0
41.06,99.14,0
41.08,104.97,0
41.10,101.63,0
41.12,92.22,0
41.14,88.96,0
41.16,87.97,0
41.18,85.61,0
41.20,82.00,0
41.22,78.62,0
41.24,76.71,0
41.26,80.03,0
41.28,98.38,0
41.30,105.83,0
41.32,97.83,0
41.34,90.50,0
41.36,88.93,0
41.38,87.35,0
41.40,85.94,0
41.42,82.24,0
41.44,78.64,0
41.46,76.13,0
41.48,86.51,0
41.50,104.30,0
41.52,104.97,0
41.54,95.01,0
41.56,90.24,0
41.58,89.67,0
41.60,88.27,0
41.62,85.29,0
41.64,81.42,0
41.66,78.15,0
41.68,78.05,0
41.70,94.17,0
41.72,105.20,0
41.74,103.98,0
41.76,94.52,0
41.78,89.30,0
41.80,88.18,0
41.82,86.39,0
41.84,83.04,0
41.86,79.46,0
41.88,76.79,0
41.90,77.40,0
41.92,93.17,0
41.94,105.59,0
41.96,100.79,0
41.98,91.77,0
42.00,89.14,0
42.02,88.03,0
42.04,85.30,0
42.06,83.41,0
42.08,79.66,0
42.10,76.78,0
42.12,81.43,0
42.14,100.85,0
42.16,106.86,0
42.18,97.87,0
42.20,90.95,0
42.22,89.99,0
42.24,88.93,0
42.26,86.36,0
42.28,82.56,0
42.30,79.06,0
42.32,75.22,0
42.38,103.64,0
42.40,98.86,0
42.42,90.86,0
42.44,88.83,0
42.46,87.42,0
42.48,84.62,0
42.50,80.96,0
42.52,77.83,0
42.54,78.18,0
42.56,85.24,0
42.58,102.81,0
42.60,104.51,0
42.62,94.91,0
42.64,89.84,0
42.66,88.72,0
42.68,86.75,0
42.70,83.23,0
42.72,81.27,0
42.74,77.96,0
42.76,77.44,0
42.78,93.81,0
42.80,106.93,0
42.82,102.42,0
42.84,92.93,0
42.86,90.00,0
42.88,89.48,0
42.90,87.66,0
42.92,84.18,0
42.94,80.37,0
42.96,77.51,0
42.98,82.05,0
43.00,100.20,0
43.02,105.45,0
43.04,101.94,0
43.06,92.61,0
43.08,89.35,0
43.10,88.19,0
43.12,85.59,0
43.14,82.01,0
43.16,78.74,0
43.18,77.01,0
43.20,80.92,0
43.22,99.30,0
43.24,105.87,0
43.26,97.59,0
43.28,90.67,0
43.30,89.15,0
43.32,87.57,0
43.34,84.42,0
43.36,82.52,0
43.38,78.96,0
43.40,76.77,0
43.42,88.54,0
43.44,105.43,0
43.46,104.88,0
43.48,94.97,0
43.50,90.47,0
43.52,89.80,0
43.54,88.22,0
43.56,85.17,0
43.58,81.34,0
43.60,78.16,0
43.62,78.95,0
43.64,96.16,0
43.66,106.14,0
43.68,104.46,0
43.70,94.92,0
43.72,90.09,0
43.74,88.85,0
43.76,86.64,0
43.78,83.02,0
43.80,79.58,0
43.82,77.14,0
43.84,78.32,0
43.86,94.88,0
43.88,106.14,0
43.90,100.57,0
43.92,91.99,0
43.94,89.64,0
43.96,88.35,0
43.98,85.56,0
44.00,83.71,0
44.02,80.10,0
44.08,104.77,0
44.10,107.58,0
44.12,100.88,0
44.14,92.44,0
44.16,90.18,0
44.18,88.55,0
44.20,85.50,0
44.22,81.75,0
44.24,78.53,0
44.26,77.38,0
44.28,84.99,0
44.30,102.93,0
44.32,105.53,0
44.34,96.16,0
44.36,90.77,0
44.38,89.46,0
44.40,87.37,0
44.42,85.72,0
44.44,81.87,0
44.46,78.63,0
44.48,78.05,0
44.50,93.53,0
44.52,106.10,0
44.54,101.64,0
44.56,92.77,0
44.58,90.83,0
44.60,89.52,0
44.62,87.64,0
44.64,84.28,0
44.66,80.60,0
44.68,77.81,0
44.70,83.03,0
44.72,102.04,0
44.74,107.09,0
44.76,103.63,0
44.78,93.94,0
44.80,90.75,0
44.82,89.41,0
44.84,86.55,0
44.86,82.67,0
44.88,75.22,0
44.94,104.40,0
44.96,107.14,0
44.98,100.82,0
45.00,92.65,0
45.02,90.47,0
45.04,88.93,0
45.06,85.85,0
45.08,81.98,0
45.10,78.69,0
45.12,77.61,0
45.14,85.65,0
45.16,103.13,0
45.18,105.16,0
45.20,95.85,0
45.22,90.82,0
45.24,89.59,0
45.26,87.55,0
45.28,85.95,0
45.30,82.20,0
45.32,78.97,0
45.34,78.52,0
45.36,94.96,0
45.38,107.51,0
45.40,102.65,0
45.42,93.59,0
45.44,91.57,0
45.46,90.13,0
45.48,88.10,0
45.50,84.40,0
45.52,80.54,0
45.54,77.76,0
45.56,82.78,0
45.58,101.52,0
45.60,106.69,0
45.62,103.70,0
45.64,94.36,0
45.66,91.08,0
45.68,89.74,0
45.72,87.04,0
45.74,79.71,0
45.80,104.72,0
45.82,106.28,0
45.84,98.79,0
45.86,91.65,0
45.88,89.93,0
45.90,88.34,0
45.92,85.27,0
45.94,83.39,0
45.96,79.92,0
45.98,77.68,0
46.00,88.42,0
46.02,105.45,0
46.04,105.33,0
46.06,95.49,0
46.08,91.10,0
46.10,90.43,0
46.12,88.67,0
46.14,85.60,0
46.16,81.65,0
46.18,78.34,0
46.20,78.71,0
46.22,96.01,0
46.24,107.29,0
46.26,106.12,0
46.28,96.68,0
46.30,91.50,0
46.32,90.16,0
46.34,88.00,0
46.36,84.40,0
46.38,80.67,0
46.40,77.93,0
46.42,78.57,0
46.44,93.87,0
46.46,105.62,0
46.48,100.85,0
46.50,92.34,0
46.52,89.84,0
46.54,88.57,0
46.56,85.86,0
46.58,84.05,0
46.60,80.46,0
46.62,77.71,0
46.64,83.58,0
46.66,102.17,0
46.68,106.49,0
46.70,97.26,0
46.72,91.16,0
46.74,90.34,0
46.76,89.02,0
46.78,86.07,0
46.80,82.33,0
46.82,78.89,0
46.84,77.15,0
46.86,90.77,0
46.88,100.34,0
46.90,107.19,0
46.92,98.97,0
46.94,92.02,0
46.96,90.41,0
46.98,88.64,0
47.00,85.32,0
47.02,81.48,0
47.04,79.83,0
47.06,77.73,0
47.08,88.95,0
47.10,104.14,0
47.12,102.91,0
47.14,93.65,0
47.16,89.94,0
47.18,88.82,0
47.20,87.88,0
47.22,84.83,0
47.24,81.16,0
47.26,78.15,0
47.28,79.81,0
47.30,97.78,0
47.32,106.70,0
47.34,99.54,0
47.36,94.74,0
47.38,90.36,0
47.40,89.18,0
47.42,86.87,0
47.44,83.03,0
47.46,79.45,0
47.48,76.95,0
47.50,85.54,0
47.52,95.69,0
47.54,107.12,0
47.56,101.57,0
47.58,92.92,0
47.60,90.53,0
47.62,89.17,0
47.64,86.20,0
47.66,82.33,0
47.68,80.56,0
47.70,77.81,0
47.72,84.07,0
47.74,101.43,0
47.76,104.50,0
47.78,95.41,0
47.80,90.07,0
47.82,88.94,0
47.84,88.20,0
47.86,85.54,0
47.88,81.90,0
47.90,78.66,0
47.92,77.66,0
47.94,92.58,0
47.96,105.82,0
47.98,101.78,0
48.00,96.62,0
48.02,90.62,0
48.04,89.26,0
48.06,87.38,0
48.08,84.00,0
48.10,80.08,0
48.12,77.17,0
48.14,81.23,0
48.16,90.65,0
48.18,105.84,0
48.20,103.70,0
48.22,94.16,0
48.24,90.57,0
48.26,89.39,0
48.28,86.91,0
48.30,83.14,0
48.32,81.25,0
48.34,78.20,0
48.36,80.37,0
48.38,97.81,0
48.40,105.30,0
48.42,97.71,0
48.44,90.52,0
48.46,88.98,0
48.48,88.45,0
48.50,86.23,0
48.52,82.69,0
48.54,79.26,0
48.56,77.03,0
48.58,87.41,0
48.60,103.96,0
48.62,103.87,0
48.64,98.97,0
48.66,91.20,0
48.68,89.42,0
48.70,87.91,0
48.72,84.84,0
48.74,81.03,0
48.76,77.75,0
48.78,78.04,0
48.80,85.36,0
48.82,103.66,0
48.84,105.66,0
48.86,95.98,0
48.88,90.82,0
48.90,89.62,0
48.92,87.54,0
48.94,84.00,0
48.96,82.05,0
48.98,78.71,0
49.00,78.01,0
49.02,93.17,0
49.04,105.21,0
49.06,100.58,0
49.08,91.84,0
49.10,89.09,0
49.12,88.66,0
49.14,86.95,0
49.16,83.69,0
49.18,80.06,0
49.20,77.29,0
49.22,82.64,0
49.24,100.91,0
49.26,105.47,0
49.28,101.68,0
49.30,92.51,0
49.32,89.60,0
49.34,88.48,0
49.36,85.84,0
49.38,82.03,0
49.40,78.60,0
49.42,76.87,0
49.44,80.91,0
49.46,100.10,0
49.48,107.14,0
49.50,98.66,0
49.52,91.40,0
49.54,89.84,0
49.56,88.26,0
49.58,84.97,0
49.60,83.02,0
49.62,79.49,0
49.64,77.30,0
49.66,88.00,0
49.68,103.82,0
49.70,103.17,0
49.72,93.63,0
49.74,89.46,0
49.76,88.27,0
49.82,79.97,0
49.84,78.44,0
49.86,77.36,0
49.88,92.05,0
49.90,105.38,0
49.92,101.56,0
49.94,92.37,0
49.96,89.42,0
49.98,88.95,0
50.00,87.23,0
50.02,83.96,0
50.04,80.12,0
50.06,77.17,0
50.08,81.08,0
50.10,100.10,0
50.12,107.01,0
50.14,103.94,0
50.16,94.02,0
50.18,90.19,0
50.20,89.06,0
50.22,86.66,0
50.24,82.85,0
50.26,79.31,0
50.28,77.17,0
50.30,79.97,0
50.32,97.69,0
50.34,105.78,0
50.36,98.42,0
50.38,90.88,0
50.40,89.10,0
50.42,87.54,0
50.44,84.48,0
50.46,82.64,0
50.48,79.25,0
50.50,76.96,0
50.52,87.03,0
50.54,103.76,0
50.56,104.00,0
50.58,94.39,0
50.60,89.94,0
50.62,89.37,0
50.64,87.95,0
50.70,77.78,0
50.72,79.08,0
50.74,97.47,0
50.76,104.78,0
50.78,105.30,0
50.80,95.46,0
50.82,90.56,0
50.84,89.25,0
50.86,87.03,0
50.88,83.47,0
50.90,79.79,0
50.92,78.28,0
50.94,78.43,0
50.96,94.99,0
50.98,105.90,0
51.00,100.27,0
51.02,91.77,0
51.04,89.35,0
51.06,87.94,0
51.08,86.67,0
51.10,83.12,0
51.12,79.63,0
51.14,77.06,0
51.16,83.93,0
51.18,101.83,0
51.20,104.92,0
51.22,95.70,0
51.24,92.00,0
51.26,89.40,0
51.28,88.18,0
51.30,85.48,0
51.32,81.77,0
51.34,78.49,0
51.36,77.36,0
51.38,92.76,0
51.40,101.86,0
51.42,106.70,0
51.44,97.47,0
51.46,91.10,0
51.48,89.57,0
51.50,87.57,0
51.52,84.18,0
51.54,80.50,0
51.56,78.90,0
51.58,77.25,0
51.60,90.62,0
51.62,105.42,0
51.64,103.07,0
51.66,93.63,0
51.68,90.11,0
51.70,89.54,0
51.72,87.77,0
51.74,84.47,0
51.76,80.60,0
51.78,77.71,0
51.80,80.71,0
51.82,98.85,0
51.84,106.07,0
51.86,103.25,0
51.88,93.79,0
51.90,90.04,0
51.92,88.90,0
51.94,86.52,0
51.96,82.89,0
51.98,79.40,0
52.00,77.26,0
52.02,80.03,0
52.04,98.53,0
52.06,107.40,0
52.08,100.03,0
52.10,91.96,0
52.12,90.07,0
52.14,88.36,0
52.16,85.09,0
52.18,83.12,0
52.20,79.60,0
52.22,77.20,0
52.24,86.36,0
52.26,103.77,0
52.28,105.09,0
52.30,95.52,0
52.32,90.62,0
52.34,89.96,0
52.36,88.48,0
52.38,85.46,0
52.40,81.61,0
52.42,78.30,0
52.44,78.30,0
52.46,94.58,0
52.48,105.71,0
52.50,104.57,0
52.52,95.28,0
52.54,90.14,0
52.56,88.95,0
52.58,86.99,0
52.60,83.60,0
52.62,79.98,0
52.64,77.29,0
52.66,78.03,0
52.68,94.40,0
52.70,106.86,0
52.72,101.97,0
52.74,92.87,0
52.76,89.98,0
52.78,88.70,0
52.80,85.83,0
52.82,83.87,0
52.84,80.00,0
52.86,77.25,0
52.88,82.56,0
52.90,101.22,0
52.92,106.48,0
52.94,97.81,0
52.96,91.38,0
52.98,90.43,0
53.00,89.15,0
53.02,86.49,0
53.04,82.66,0
53.06,79.20,0
53.08,77.50,0
53.10,90.53,0
53.12,104.87,0
53.14,105.55,0
53.16,97.31,0
53.18,90.76,0
53.20,89.30,0
53.22,87.63,0
53.24,84.46,0
53.26,80.77,0
53.28,79.18,0
53.30,77.33,0
53.32,90.13,0
53.34,105.83,0
53.36,103.97,0
53.38,94.20,0
53.40,90.43,0
53.42,89.05,0
53.44,86.55,0
53.46,84.79,0
53.48,80.85,0
53.50,77.65,0
53.52,79.33,0
53.54,97.57,0
53.56,106.95,0
53.58,100.16,0
53.60,92.26,0
53.62,90.84,0
53.64,89.58,0
53.66,87.29,0
53.68,83.62,0
53.70,79.96,0
53.72,77.46,0
53.74,85.99,0
53.76,102.56,0
53.78,105.31,0
53.80,99.27,0
53.82,91.33,0
53.84,89.25,0
53.86,87.92,0
53.88,85.09,0
53.90,81.43,0
53.92,78.28,0
53.94,77.17,0
53.96,85.11,0
53.98,103.03,0
54.00,105.32,0
54.02,95.68,0
54.04,90.36,0
54.06,89.14,0
54.08,86.97,0
54.10,85.25,0
54.12,81.48,0
54.14,78.15,0
54.16,77.14,0
54.18,92.61,0
54.20,106.30,0
54.22,102.53,0
54.24,93.29,0
54.26,91.16,0
54.28,89.79,0
54.30,87.89,0
54.36,77.57,0
54.38,77.85,0
54.40,92.34,0
54.42,104.66,0
54.44,100.48,0
54.46,91.79,0
54.48,89.13,0
54.50,87.97,0
54.52,85.40,0
54.54,83.64,0
54.56,80.03,0
54.58,77.25,0
54.60,82.10,0
54.62,100.54,0
54.64,105.68,0
54.66,96.92,0
54.68,90.49,0
54.70,89.58,0
54.72,88.36,0
54.74,85.76,0
54.76,81.83,0
54.78,78.44,0
54.80,76.62,0
54.82,89.21,0
54.84,105.21,0
54.86,106.69,0
54.88,99.04,0
54.90,91.64,0
54.92,89.93,0
54.94,88.34,0
54.96,85.13,0
54.98,81.28,0
55.00,78.18,0
55.02,77.31,0
55.04,87.31,0
55.06,103.13,0
55.08,102.79,0
55.10,93.39,0
55.12,89.34,0
55.14,88.33,0
55.16,86.17,0
55.18,84.53,0
55.20,80.87,0
55.22,77.80,0
55.24,78.64,0
55.26,95.89,0
55.28,105.86,0
55.30,99.43,0
55.32,91.27,0
55.34,89.81,0
55.36,88.61,0
55.38,86.48,0
55.40,82.92,0
55.42,79.12,0
55.44,76.51,0
55.46,84.03,0
55.48,102.44,0
55.50,106.34,0
55.52,101.53,0
55.54,92.62,0
55.56,89.94,0
55.58,88.68,0
55.60,85.92,0
55.62,82.06,0
55.64,78.69,0
55.66,77.42,0
55.68,82.65,0
55.70,100.20,0
55.72,104.46,0
55.74,95.64,0
55.76,89.63,0
55.78,88.46,0
55.80,86.82,0
55.82,85.36,0
55.84,81.74,0
55.86,78.43,0
55.88,76.98,0
55.90,90.68,0
55.92,104.90,0
55.94,101.93,0
55.96,92.52,0
55.98,90.20,0
56.00,88.86,0
56.02,87.15,0
56.04,83.87,0
56.06,80.10,0
56.08,77.00,0
56.10,79.71,0
56.12,98.64,0
56.14,105.10,0
56.16,103.93,0
56.18,94.03,0
56.24,86.33,0
56.26,84.55,0
56.28,80.75,0
56.30,77.71,0
